Protein,Initial_RMSD_loss,Initial_Steric_loss,Initial_Angle_Dev_loss,Final_RMSD_loss,Final_Steric_loss,Final_Angle_Dev_loss
TcChr06b01234.t1,0.254,337.674,0,0.275,33.071,0.01
TcChr06b01235.t1,0.223,15.777,0,0.195,3.926,0.002
TcChr06b01214.t1,0.192,12.111,0,0.157,0.025,0.003
TcChr06b01220.t1,0.344,40.6,0,0.265,0.657,0.008
TcChr06b01226.t1,0.153,1.412,0,0.114,0.006,0.002
TcChr06b01230.t1,0.185,2.766,0,0.143,0.022,0.007
TcChr06b01236.t1,0.153,3.998,0,0.12,0.033,0.002
TcChr06b01242.t1,0.197,7.831,0,0.158,0.004,0.005
TcChr06b01247.t1,0.154,6.177,0,0.126,0.013,0.002
TcChr06b01256.t1,0.16,1.403,0,0.121,0.002,0.003
TcChr06b01260.t1,0.154,7.011,0,0.123,0.002,0.003
TcChr06b01265.t1,0.177,5.632,0,0.144,0.013,0.003
TcChr06b01269.t1,0.207,5.974,0,0.163,0.365,0.003
TcChr06b01273.t2,0.154,6.078,0,0.128,0.043,0.002
TcChr06b01280.t1,0.183,9.003,0,0.154,0.039,0.004
TcChr06b00480.t1,0.173,0.238,0,0.119,0.001,0.008
TcChr06b00555.t2,0.146,7.232,0,0.129,1.411,0.002
TcChr06b00633.t2,0.244,22.613,0,0.21,0.513,0.002
TcChr06b00697.t1,0.154,4.886,0,0.126,0.008,0.002
TcChr06b00759.t1,0.194,5.867,0,0.173,0.006,0.017
TcChr06b00820.t1,0.135,2.39,0,0.105,0.111,0.002
TcChr06b00924.t1,0.15,2.333,0,0.117,0.004,0.002
TcChr06b00989.t1,0.202,3.787,0,0.153,0.011,0.004
TcChr06b01065.t1,0.144,44.897,0,0.12,1.938,0.003
TcChr06b01145.t1,0.148,6.029,0,0.122,0.016,0.002
TcChr06b01237.t1,0.217,3.018,0,0.159,0.047,0.005
TcChr06b01238.t1,0.163,2.183,0,0.136,0.057,0.006
TcChr06b01239.t1,0.108,0.381,0,0.087,0.002,0.003
TcChr06b01240.t1,0.202,6.508,0,0.164,0.08,0.006
TcChr06b01241.t1,0.15,12.064,0,0.124,0.078,0.002
TcChr06b01243.t1,0.123,1.623,0,0.095,0.008,0.003
TcChr06b01244.t1,0.126,0.405,0,0.098,0.005,0.003
TcChr06b01245.t1,0.146,2.834,0,0.12,0.004,0.003
TcChr06b01246.t1,0.167,12.971,0,0.143,0.014,0.003
TcChr06b01246.t2,0.167,11.898,0,0.146,0.015,0.003
TcChr06b01257.t1,0.205,8.528,0,0.169,0.092,0.004
TcChr06b01257.t2,0.22,5.711,0,0.177,0.063,0.004
TcChr06b01257.t3,0.226,13.69,0,0.188,0.232,0.007
TcChr06b01258.t1,0.146,5.108,0,0.121,0.109,0.002
TcChr06b01259.t1,0.17,4.694,0,0.131,0.005,0.002
TcChr06b01261.t1,0.213,1.816,0,0.142,0.009,0.008
TcChr06b01262.t1,0.209,8.42,0,0.156,0.03,0.004
TcChr06b01262.t2,0.209,6.232,0,0.156,0.031,0.004
TcChr06b01263.t1,0.16,5.268,0,0.133,0.036,0.003
TcChr06b01264.t1,0.187,1.21,0,0.142,0.004,0.006
TcChr06b01265.t2,0.182,5.139,0,0.145,0.12,0.003
TcChr06b01266.t1,0.175,1.045,0,0.129,0,0.005
TcChr06b01267.t1,0.135,4.4,0,0.113,0.041,0.001
TcChr06b01267.t2,0.178,11.584,0,0.149,4.27,0.002
TcChr06b01268.t1,0.21,19.157,0,0.188,0.567,0.003
TcChr06b01281.t1,0.177,9.908,0,0.15,0.395,0.002
TcChr06b01282.t1,0.148,8.914,0,0.116,0.05,0.002
TcChr06b01283.t1,0.182,5.82,0,0.142,0.021,0.003
TcChr06b01284.t1,0.19,1.765,0,0.149,0.023,0.006
TcChr06b01285.t1,0.182,5.608,0,0.147,0.093,0.003
TcChr06b01286.t2,0.194,3.599,0,0.156,0.002,0.004
TcChr06b01287.t1,0.169,10.897,0,0.146,0.273,0.003
TcChr06b01288.t1,0.153,3.107,0,0.141,0.161,0.005
TcChr06b01289.t1,0.321,5.85,0,0.215,0.004,0.016
TcChr06b01290.t1,0.173,4.91,0,0.145,0.041,0.003
TcChr06b01291.t2,0.168,7.494,0,0.146,0.318,0.002
TcChr06b01292.t1,0.151,2.072,0,0.119,0.002,0.003
TcChr06b01293.t1,0.151,4.469,0,0.118,0.022,0.002
TcChr06b01294.t1,0.132,1.726,0,0.101,0.002,0.002
TcChr06b01294.t2,0.143,2.201,0,0.106,0.025,0.004
TcChr06b01295.t1,0.224,3.425,0,0.17,0.016,0.004
TcChr06b01296.t1,0.178,11.168,0,0.15,0.121,0.003
TcChr06b01297.t1,0.179,10.371,0,0.14,0.003,0.003
TcChr06b01298.t1,0.299,18.845,0,0.233,0.791,0.006
TcChr06b01299.t1,0.15,3.485,0,0.131,0.279,0.003
TcChr06b01300.t1,0.167,1.089,0,0.123,0.003,0.005
TcChr06b01301.t1,0.213,3.503,0,0.167,0.138,0.003
TcChr06b01302.t1,0.149,5.91,0,0.125,0.097,0.002
TcChr06b01302.t2,0.154,5.782,0,0.124,0.033,0.002
TcChr06b01303.t1,0.178,6.313,0,0.138,0.004,0.003
TcChr06b01305.t1,0.198,7.28,0,0.159,0.101,0.005
TcChr06b01306.t1,0.255,4.095,0,0.204,0.889,0.007
TcChr06b01307.t1,0.291,14.191,0,0.221,0.136,0.008
TcChr06b01308.t1,0.15,6.424,0,0.124,0.014,0.002
TcChr06b01309.t1,0.151,0.521,0,0.118,0.002,0.004
TcChr06b01291.t1,0.156,8.511,0,0.132,0.087,0.002
TcChr06b01294.t3,0.148,1.812,0,0.109,0.003,0.003
TcChr06b01299.t2,0.151,3.993,0,0.13,0.322,0.002
TcChr06b01304.t1,0.167,2.273,0,0.129,0.001,0.003
TcChr06b01310.t1,0.157,5.316,0,0.139,0.146,0.002
TcChr06b01316.t1,0.169,2.853,0,0.134,0.021,0.006
TcChr06b01321.t2,0.229,22.145,0,0.19,0.298,0.003
TcChr06b01327.t1,0.165,5.538,0,0.135,0.014,0.002
TcChr06b01332.t1,0.291,14.557,0,0.229,0.421,0.005
TcChr06b01337.t1,0.165,2.119,0,0.114,0.001,0.003
TcChr06b01311.t1,0.152,4.496,0,0.13,0.205,0.002
TcChr06b01312.t1,0.136,1.473,0,0.106,0.005,0.002
TcChr06b01313.t1,0.169,1.998,0,0.131,0.004,0.005
TcChr06b01314.t1,0.178,4.163,0,0.127,0.013,0.008
TcChr06b01315.t1,0.156,6.644,0,0.13,0.064,0.001
TcChr06b01317.t1,0.15,1.625,0,0.112,0.001,0.002
TcChr06b01318.t1,0.2,12.476,0,0.166,0.467,0.002
TcChr06b01319.t1,0.213,30.573,0,0.191,0.555,0.008
TcChr06b01320.t1,0.153,4.568,0,0.13,0.656,0.002
TcChr06b01321.t1,0.239,43.028,0,0.208,1.067,0.004
TcChr06b01322.t1,0.271,9.098,0,0.234,0.011,0.011
TcChr06b01323.t1,0.172,5.238,0,0.134,0.004,0.002
TcChr06b01324.t1,0.309,21.873,0,0.236,0.381,0.007
TcChr06b01325.t1,0.178,1.389,0,0.137,0.004,0.005
TcChr06b01326.t1,0.136,0.191,0,0.099,0.001,0.003
TcChr06b01328.t1,0.165,23.846,0,0.143,0.192,0.003
TcChr06b01328.t2,0.169,13.361,0,0.138,0.019,0.002
TcChr06b01329.t1,0.144,5.492,0,0.119,0.037,0.002
TcChr06b01330.t1,0.142,21.33,0,0.13,0.202,0.002
TcChr06b01331.t1,0.194,2.665,0,0.154,0.019,0.004
TcChr06b01332.t2,0.296,18.852,0,0.239,0.857,0.006
TcChr06b01333.t1,0.247,1.211,0,0.182,0.003,0.011
TcChr06b01334.t1,0.147,2.478,0,0.119,0.003,0.003
TcChr06b01335.t1,0.235,1.587,0,0.163,0.389,0.007
TcChr06b01336.t1,0.149,7.596,0,0.134,0.007,0.005
TcChr06b01338.t1,0.173,31.897,0,0.151,0.749,0.002
TcChr06b01338.t2,0.206,102.901,0,0.191,13.866,0.004
TcChr06b01339.t1,0.148,18.839,0,0.13,0.026,0.002
TcChr06b01340.t1,0.174,0.622,0,0.13,0.002,0.004
TcChr06b01341.t1,0.156,5.825,0,0.129,0.158,0.002
TcChr06b01342.t2,0.164,3.159,0,0.134,0.003,0.003
TcChr06b01342.t3,0.155,3.696,0,0.129,0.006,0.004
TcChr06b01343.t1,0.187,18.871,0,0.159,0.087,0.003
TcChr06b01344.t1,0.152,2.469,0,0.123,0.032,0.002
TcChr06b01344.t2,0.153,2.63,0,0.123,0.03,0.002
TcChr06b01346.t1,0.139,4.746,0,0.109,0.008,0.002
TcChr06b01347.t1,0.172,6.147,0,0.135,0.001,0.002
TcChr06b01348.t1,0.234,7.238,0,0.189,0.114,0.006
TcChr06b01349.t1,0.204,2.669,0,0.16,0.061,0.003
TcChr06b01350.t1,0.421,51.248,0,0.319,2.532,0.011
TcChr06b01352.t1,0.204,17.289,0,0.16,0.219,0.003
TcChr06b01353.t1,0.215,6.935,0,0.172,0.098,0.003
TcChr06b01353.t2,0.213,7.678,0,0.173,0.177,0.003
TcChr06b01354.t1,0.174,4.542,0,0.137,0.032,0.002
TcChr06b01355.t1,0.161,3.515,0,0.127,0.111,0.002
TcChr06b01368.t1,0.158,1.87,0,0.112,0.004,0.004
TcChr06b01368.t2,0.171,3.259,0,0.125,0.004,0.003
TcChr06b01369.t1,0.17,35.829,0,0.143,0.134,0.003
TcChr06b01370.t1,0.149,18.471,0,0.125,0.164,0.002
TcChr06b01371.t1,0.183,1.009,0,0.131,0.015,0.005
TcChr06b01373.t1,0.189,2.688,0,0.147,0.001,0.003
TcChr06b01374.t1,0.221,22.187,0,0.179,0.005,0.006
TcChr06b01375.t1,0.173,1.217,0,0.126,0.001,0.007
TcChr06b01375.t2,0.176,1.752,0,0.132,0.001,0.008
TcChr06b01376.t1,0.176,12.914,0,0.146,0.006,0.002
TcChr06b01345.t1,0.141,7.614,0,0.12,0.024,0.003
TcChr06b01351.t1,0.165,4.437,0,0.137,0.044,0.002
TcChr06b01356.t1,0.183,7.143,0,0.152,0.005,0.003
TcChr06b01361.t1,0.179,4.119,0,0.149,0.016,0.003
TcChr06b01367.t4,0.224,0.422,0,0.167,0.003,0.01
TcChr06b01372.t1,0.147,10.414,0,0.127,0.298,0.002
TcChr06b01377.t1,0.145,13.414,0,0.117,0.071,0.002
TcChr06b01382.t2,0.238,8.891,0,0.183,0.272,0.004
TcChr06b01388.t1,0.181,1.201,0,0.133,0.015,0.01
TcChr06b01394.t1,0.157,4.398,0,0.125,0.107,0.002
TcChr06b01400.t1,0.152,4.796,0,0.124,0.008,0.002
TcChr06b01406.t1,0.257,9.363,0,0.2,0.004,0.007
TcChr06b01378.t1,0.145,13.232,0,0.125,0.175,0.002
TcChr06b01379.t1,0.162,3.77,0,0.128,0.002,0.003
TcChr06b01380.t1,0.143,2.293,0,0.115,0.082,0.002
TcChr06b01381.t1,0.198,3.542,0,0.151,0.005,0.006
TcChr06b01382.t1,0.234,9.092,0,0.182,0.426,0.004
TcChr06b01383.t1,0.151,10.461,0,0.131,0.096,0.002
TcChr06b01384.t1,0.163,8.823,0,0.132,0.003,0.002
TcChr06b01385.t1,0.154,3.489,0,0.127,0.151,0.002
TcChr06b01385.t2,0.155,4.159,0,0.127,0.113,0.002
TcChr06b01386.t1,0.204,1.886,0,0.154,0.002,0.008
TcChr06b01387.t1,0.232,1.489,0,0.155,0,0.012
TcChr06b01389.t1,0.202,2.412,0,0.15,0.009,0.006
TcChr06b01390.t1,0.185,0.93,0,0.145,0.008,0.005
TcChr06b01391.t1,0.171,21.497,0,0.159,0.405,0.005
TcChr06b01392.t1,0.171,2.169,0,0.132,0.022,0.003
TcChr06b01393.t1,0.179,7.659,0,0.148,0.349,0.003
TcChr06b01395.t1,0.169,3.681,0,0.141,0.233,0.002
TcChr06b01396.t1,0.181,12.392,0,0.16,0.088,0.004
TcChr06b01397.t1,0.198,3.252,0,0.147,0.208,0.008
TcChr06b01398.t1,0.19,5.835,0,0.155,0.428,0.004
TcChr06b01399.t1,0.267,6.74,0,0.205,0.278,0.005
TcChr06b01401.t1,0.144,15.806,0,0.125,0.146,0.002
TcChr06b01402.t1,0.153,1.654,0,0.111,0.001,0.005
TcChr06b01403.t1,0.165,5.889,0,0.135,0.261,0.002
TcChr06b01404.t1,0.146,4.683,0,0.125,0.077,0.002
TcChr06b01405.t1,0.15,6.005,0,0.118,0.034,0.002
TcChr06b01407.t1,0.166,6.264,0,0.139,0.002,0.003
TcChr06b01408.t1,0.153,2.224,0,0.126,0.067,0.002
TcChr06b01409.t1,0.365,68.421,0,0.311,8.403,0.012
TcChr06b01409.t2,0.35,57.828,0,0.286,7.885,0.011
TcChr06b01410.t1,0.155,20.026,0,0.138,0.135,0.002
TcChr06b01411.t1,0.138,3.754,0,0.107,0.001,0.004
TcChr06b01413.t1,0.256,0.505,0,0.166,0.002,0.014
TcChr06b01414.t1,0.386,86.173,0,0.308,16.318,0.008
TcChr06b01415.t1,0.153,2.956,0,0.113,0.002,0.002
TcChr06b01416.t1,0.189,4.624,0,0.15,0.004,0.003
TcChr06b01417.t1,0.259,7.355,0,0.211,0.22,0.006
TcChr06b01419.t1,0.172,6.494,0,0.139,0.197,0.002
TcChr06b01420.t1,0.176,11.101,0,0.153,0.055,0.003
TcChr06b01421.t1,0.187,3.154,0,0.164,0.006,0.012
TcChr06b01422.t1,0.187,3.274,0,0.143,0.004,0.007
TcChr06b01423.t1,0.204,2.846,0,0.164,0.07,0.006
TcChr06b01454.t1,0.142,8.99,0,0.122,0.1,0.001
TcChr06b01455.t1,0.218,6.658,0,0.174,0.265,0.003
TcChr06b01456.t1,0.137,28.619,0,0.115,1.261,0.003
TcChr06b01457.t1,0.217,10.705,0,0.173,0.172,0.004
TcChr06b01458.t1,0.19,5.462,0,0.155,0.009,0.003
TcChr06b01460.t1,0.251,12.294,0,0.196,0.05,0.005
TcChr06b01461.t1,0.147,4.728,0,0.116,0.018,0.003
TcChr06b01462.t1,0.176,11.203,0,0.143,0.082,0.003
TcChr06b01463.t1,0.209,2.282,0,0.164,0.006,0.004
TcChr06b01463.t2,0.208,2.249,0,0.162,0.032,0.004
TcChr06b01475.t1,0.195,1.259,0,0.144,0.229,0.006
TcChr06b01476.t1,0.136,1.244,0,0.106,0.051,0.002
TcChr06b01477.t1,0.166,4.733,0,0.139,0.458,0.003
TcChr06b01478.t1,0.2,2.937,0,0.153,0.079,0.009
TcChr06b01479.t1,0.144,3.113,0,0.116,0.001,0.002
TcChr06b01418.t1,0.146,16.583,0,0.128,0.133,0.003
TcChr06b01424.t1,0.146,7.65,0,0.118,0.049,0.002
TcChr06b01430.t1,0.214,16.38,0,0.173,0.438,0.003
TcChr06b01437.t1,0.3,8.676,0,0.215,0.248,0.007
TcChr06b01443.t1,0.164,0.919,0,0.123,0.002,0.004
TcChr06b01453.t1,0.193,2.628,0,0.144,0.011,0.004
TcChr06b01459.t1,0.171,5.053,0,0.142,0.525,0.002
TcChr06b01464.t1,0.175,3.959,0,0.127,0.001,0.005
TcChr06b01468.t1,0.151,20.387,0,0.139,0.045,0.003
TcChr06b01474.t1,0.287,19.787,0,0.224,0.682,0.006
TcChr06b01479.t2,0.141,2.867,0,0.112,0.002,0.002
TcChr06b01483.t1,0.154,5.305,0,0.118,0.002,0.002
TcChr06b01487.t1,0.153,10.216,0,0.131,0.065,0.002
TcChr06b01493.t1,0.199,11.868,0,0.157,0.215,0.003
TcChr06b01497.t1,0.143,0.872,0,0.11,0.064,0.003
TcChr06b01502.t1,0.149,1.37,0,0.121,0.005,0.003
TcChr06b01480.t1,0.168,9.228,0,0.141,0.106,0.002
TcChr06b01480.t2,0.171,9.216,0,0.149,0.715,0.003
TcChr06b01481.t1,0.158,1.444,0,0.122,0.002,0.004
TcChr06b01482.t1,0.17,10.039,0,0.145,0.085,0.002
TcChr06b01482.t2,0.17,9.56,0,0.145,0.083,0.002
TcChr06b01483.t2,0.155,5.372,0,0.12,0.002,0.002
TcChr06b01483.t3,0.156,4.887,0,0.12,0.002,0.002
TcChr06b01483.t4,0.155,5.073,0,0.118,0.003,0.002
TcChr06b01484.t1,0.139,3.171,0,0.112,0.053,0.001
TcChr06b01485.t1,0.166,14.138,0,0.141,0.537,0.002
TcChr06b01486.t1,0.176,2.794,0,0.142,0.014,0.003
TcChr06b01488.t1,0.213,9.209,0,0.165,0.085,0.003
TcChr06b01489.t1,0.138,4.397,0,0.117,0.303,0.001
TcChr06b01490.t1,0.156,12.684,0,0.135,0.076,0.002
TcChr06b01491.t1,0.14,3.499,0,0.11,0.101,0.001
TcChr06b01492.t1,0.287,7.225,0,0.217,0.091,0.012
TcChr06b01493.t2,0.2,12.072,0,0.157,0.24,0.003
TcChr06b01493.t3,0.199,12.117,0,0.156,0.2,0.003
TcChr06b01494.t1,0.161,1.328,0,0.132,0.009,0.002
TcChr06b01495.t1,0.191,1.753,0,0.135,0.079,0.004
TcChr06b01496.t1,0.174,3.123,0,0.141,0.003,0.004
TcChr06b01498.t1,0.193,2.771,0,0.145,0.038,0.005
TcChr06b01498.t2,0.193,3.807,0,0.144,0.007,0.006
TcChr06b01499.t1,0.175,7.505,0,0.147,0.034,0.003
TcChr06b01500.t1,0.174,2.081,0,0.125,0,0.006
TcChr06b01500.t2,0.155,1.842,0,0.116,0.001,0.003
TcChr06b01501.t1,0.169,3.731,0,0.138,0.14,0.003
TcChr06b01503.t1,0.146,5.249,0,0.121,0.002,0.002
TcChr06b01504.t1,0.144,10.832,0,0.127,0.321,0.002
TcChr06b01505.t1,0.248,4.917,0,0.188,0.152,0.01
TcChr06b01506.t1,0.205,8.073,0,0.143,0.001,0.005
TcChr06b01507.t1,0.163,7.833,0,0.137,0.042,0.004
TcChr06b01509.t1,0.219,8.912,0,0.177,0.387,0.004
TcChr06b01510.t1,0.155,7.51,0,0.135,0.227,0.003
TcChr06b01511.t1,0.154,10.324,0,0.134,0.161,0.002
TcChr06b01512.t1,0.177,2.448,0,0.135,0.188,0.004
TcChr06b01513.t1,0.189,31.929,0,0.155,0.025,0.004
TcChr06b01514.t1,0.151,5.534,0,0.122,0.031,0.001
TcChr06b01516.t1,0.205,11.262,0,0.175,0.005,0.007
TcChr06b01517.t1,0.147,3.608,0,0.111,0.001,0.003
TcChr06b01518.t1,0.146,0.352,0,0.105,0.002,0.004
TcChr06b01519.t1,0.151,0.652,0,0.113,0.002,0.006
TcChr06b01520.t1,0.222,2.668,0,0.162,0.003,0.007
TcChr06b01522.t1,0.16,8.195,0,0.131,0.018,0.002
TcChr06b01523.t1,0.177,5.461,0,0.14,0.093,0.003
TcChr06b01524.t1,0.231,2.651,0,0.177,0.045,0.006
TcChr06b01525.t1,0.151,3.685,0,0.123,0.003,0.002
TcChr06b01525.t2,0.15,3.524,0,0.124,0.003,0.002
TcChr06b01544.t1,0.165,4.83,0,0.132,0.092,0.002
TcChr06b01545.t1,0.148,4.741,0,0.12,0.095,0.002
TcChr06b01546.t1,0.264,15.39,0,0.204,0.081,0.009
TcChr06b01547.t1,0.222,16.642,0,0.183,0.445,0.004
TcChr06b01547.t2,0.22,17.711,0,0.178,0.403,0.004
TcChr06b01549.t1,0.151,6.135,0,0.124,0.566,0.002
TcChr06b01550.t1,0.178,2.514,0,0.141,0.02,0.006
TcChr06b01551.t1,0.199,8.599,0,0.166,0.042,0.002
TcChr06b01552.t1,0.16,1.366,0,0.116,0.031,0.004
TcChr06b01553.t1,0.174,14.876,0,0.146,0.515,0.002
TcChr06b01515.t1,0.187,3.8,0,0.136,0.001,0.005
TcChr06b01521.t1,0.229,16.814,0,0.189,0.331,0.003
TcChr06b01526.t1,0.183,5.097,0,0.146,0.362,0.003
TcChr06b01532.t1,0.164,8.275,0,0.137,0.071,0.002
TcChr06b01543.t1,0.213,0.766,0,0.148,0.152,0.007
TcChr06b01548.t1,0.188,13.057,0,0.159,0.319,0.003
TcChr06b01554.t1,0.158,4.651,0,0.13,0.001,0.003
TcChr06b01560.t1,0.137,3.186,0,0.111,0.003,0.003
TcChr06b01566.t1,0.209,7.682,0,0.16,0.021,0.003
TcChr06b01571.t1,0.188,17.59,0,0.165,0.666,0.002
TcChr06b01577.t1,0.161,7.834,0,0.13,0.002,0.002
TcChr06b01583.t1,0.165,9.224,0,0.149,0.06,0.002
TcChr06b01555.t1,0.161,11.895,0,0.139,0.153,0.002
TcChr06b01556.t1,0.163,0.669,0,0.117,0.051,0.006
TcChr06b01557.t1,0.156,12.217,0,0.127,0.139,0.002
TcChr06b01558.t1,0.163,1.259,0,0.122,0.115,0.003
TcChr06b01559.t1,0.221,3.663,0,0.168,0.328,0.003
TcChr06b01561.t1,0.162,1.416,0,0.121,0.01,0.005
TcChr06b01562.t1,0.132,1.182,0,0.108,0.001,0.003
TcChr06b01563.t1,0.264,5.733,0,0.203,0.143,0.009
TcChr06b01564.t1,0.191,2.634,0,0.142,0.084,0.004
TcChr06b01565.t1,0.168,2.57,0,0.139,0.007,0.004
TcChr06b01567.t1,0.195,3.17,0,0.153,0.002,0.004
TcChr06b01568.t1,0.172,4.265,0,0.139,0.094,0.003
TcChr06b01569.t1,0.178,0.881,0,0.132,0.023,0.006
TcChr06b01569.t2,0.192,2.483,0,0.139,0.026,0.005
TcChr06b01570.t1,0.179,16.469,0,0.153,0.208,0.003
TcChr06b01572.t1,0.178,1.457,0,0.116,0.006,0.006
TcChr06b01573.t1,0.204,14.911,0,0.181,0.379,0.003
TcChr06b01574.t1,0.152,4.165,0,0.122,0.068,0.003
TcChr06b01575.t1,0.157,2.907,0,0.134,0.015,0.004
TcChr06b01576.t1,0.153,3.023,0,0.124,0.052,0.002
TcChr06b01578.t1,0.193,5.758,0,0.157,0.15,0.003
TcChr06b01579.t1,0.207,13.763,0,0.194,1.035,0.01
TcChr06b01580.t1,0.135,11.922,0,0.12,0.157,0.001
TcChr06b01581.t1,0.147,19.245,0,0.146,0.849,0.005
TcChr06b01582.t1,0.157,4.286,0,0.127,0.003,0.003
TcChr06b01584.t1,0.152,13.397,0,0.132,0.423,0.003
TcChr06b01585.t1,0.152,6.796,0,0.13,0.022,0.002
TcChr06b01586.t1,0.151,1.612,0,0.116,0.034,0.002
TcChr06b01587.t1,0.149,3.518,0,0.116,0.005,0.002
TcChr06b01588.t1,0.163,13.049,0,0.136,0.004,0.003
TcChr06b01590.t1,0.161,13.91,0,0.136,0.14,0.002
TcChr06b01591.t1,0.155,13.779,0,0.132,0.145,0.003
TcChr06b01592.t1,0.142,1.579,0,0.111,0.001,0.003
TcChr06b01593.t1,0.134,2.108,0,0.106,0.003,0.001
TcChr06b01594.t1,0.154,8.283,0,0.121,0.17,0.003
TcChr06b01596.t1,0.132,2.001,0,0.101,0.033,0.001
TcChr06b01597.t1,0.201,9.834,0,0.168,0.348,0.002
TcChr06b01598.t1,0.16,4.456,0,0.13,0.016,0.005
TcChr06b01599.t1,0.326,103.736,0,0.289,18.534,0.005
TcChr06b01600.t1,0.136,3.523,0,0.111,0.004,0.002
TcChr06b01601.t1,0.173,9.496,0,0.155,0.158,0.004
TcChr06b01602.t1,0.215,13.003,0,0.18,1.113,0.007
TcChr06b01603.t1,0.283,0.904,0,0.19,0.001,0.014
TcChr06b01604.t1,0.127,4.507,0,0.101,0.011,0.002
TcChr06b01605.t1,0.142,5.273,0,0.123,0.343,0.003
TcChr06b01607.t1,0.143,5.448,0,0.124,0.213,0.003
TcChr06b01608.t1,0.155,7.985,0,0.147,0.068,0.005
TcChr06b01609.t1,0.142,5.746,0,0.129,0.053,0.003
TcChr06b01610.t1,0.141,6.274,0,0.127,0.17,0.003
TcChr06b01611.t1,0.142,6.38,0,0.125,0.171,0.002
TcChr06b01612.t2,0.288,9.427,0,0.219,0.058,0.008
TcChr06b01612.t3,0.284,10.025,0,0.219,0.057,0.008
TcChr06b01613.t1,0.204,134.384,0,0.208,13.164,0.004
TcChr06b01614.t1,0.135,3.845,0,0.108,0.001,0.001
TcChr06b01615.t1,0.231,2.347,0,0.16,0.056,0.01
TcChr06b01595.t1,0.245,4.628,0,0.183,0.108,0.004
TcChr06b01600.t2,0.136,3.721,0,0.112,0.003,0.002
TcChr06b01606.t1,0.141,4.83,0,0.119,0.287,0.002
TcChr06b01612.t1,0.285,25.718,0,0.226,0.114,0.007
TcChr06b01616.t1,0.2,2.98,0,0.156,0.024,0.006
TcChr06b01622.t1,0.167,3.734,0,0.134,0.056,0.003
TcChr06b01633.t1,0.193,9.794,0,0.152,0.012,0.006
TcChr06b01639.t1,0.158,4.863,0,0.126,0.002,0.002
TcChr06b01645.t1,0.13,8.807,0,0.111,0.013,0.002
TcChr06b01651.t1,0.156,5.689,0,0.14,0.107,0.003
TcChr06b01657.t1,0.236,2.872,0,0.18,0.12,0.005
TcChr06b01662.t1,0.194,0.107,0,0.146,0.001,0.006
TcChr06b01674.t1,0.155,1.278,0,0.116,0.067,0.002
TcChr06b01634.t1,0.144,7.91,0,0.13,0.338,0.003
TcChr06b01635.t1,0.165,1.537,0,0.126,0.004,0.003
TcChr06b01636.t1,0.14,7.268,0,0.123,0.307,0.003
TcChr06b01637.t1,0.166,6.191,0,0.134,0.003,0.003
TcChr06b01638.t1,0.167,6.823,0,0.14,0.006,0.003
TcChr06b01640.t1,0.17,7.165,0,0.137,0.003,0.003
TcChr06b01641.t1,0.162,7.555,0,0.135,0.003,0.003
TcChr06b01642.t1,0.166,0.393,0,0.12,0.001,0.006
TcChr06b01643.t1,0.171,2.684,0,0.134,0.012,0.002
TcChr06b01644.t1,0.153,4.075,0,0.12,0.008,0.004
TcChr06b01646.t1,0.214,1.951,0,0.163,0.008,0.007
TcChr06b01647.t1,0.179,0.614,0,0.126,0.001,0.006
TcChr06b01648.t1,0.229,8.183,0,0.184,0.192,0.004
TcChr06b01649.t1,0.169,5.512,0,0.134,0.096,0.002
TcChr06b01650.t1,0.135,4.449,0,0.106,0.001,0.003
TcChr06b01652.t1,0.16,4.099,0,0.139,0.023,0.005
TcChr06b01653.t1,0.174,11.113,0,0.155,0.132,0.003
TcChr06b01654.t1,0.163,5.114,0,0.134,0.038,0.002
TcChr06b01655.t1,0.156,8.953,0,0.13,0.076,0.002
TcChr06b01656.t1,0.156,18.158,0,0.137,0.039,0.002
TcChr06b01657.t2,0.242,3.531,0,0.178,0.077,0.005
TcChr06b01658.t1,0.228,5.943,0,0.174,0.076,0.004
TcChr06b01659.t1,0.144,5.459,0,0.113,0.001,0.002
TcChr06b01660.t1,0.144,3.967,0,0.117,0.114,0.001
TcChr06b01661.t1,0.194,1.452,0,0.137,0.004,0.006
TcChr06b01674.t2,0.159,1.511,0,0.123,0.029,0.004
TcChr06b01675.t1,0.214,0.58,0,0.152,0.005,0.01
TcChr06b01676.t1,0.195,19.137,0,0.167,0.107,0.002
TcChr06b01677.t1,0.16,4.805,0,0.138,0.081,0.003
TcChr06b01678.t1,0.204,2.056,0,0.176,0.268,0.007
TcChr06b01680.t1,0.135,3.47,0,0.107,0.005,0.002
TcChr06b01681.t1,0.139,5.929,0,0.117,0.105,0.002
TcChr06b01682.t1,0.202,4.514,0,0.171,0.033,0.005
TcChr06b01683.t1,0.236,7.651,0,0.199,0.042,0.01
TcChr06b01684.t1,0.262,11.598,0,0.202,0.395,0.004
TcChr06b01686.t1,0.22,7.403,0,0.19,0.007,0.008
TcChr06b01687.t1,0.161,3.202,0,0.126,0.004,0.006
TcChr06b01688.t1,0.155,9.843,0,0.127,0.032,0.002
TcChr06b01689.t1,0.167,11.923,0,0.141,0.074,0.003
TcChr06b01690.t1,0.254,12.621,0,0.215,0.337,0.008
TcChr06b01692.t1,0.132,2.372,0,0.101,0.003,0.002
